MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,LanguageHaveWorkedWith,AISearchHaveWorkedWith,AIDevHaveWorkedWith,WorkExp,Industry,ConvertedCompYearly
,25-34 years old,,In-person,,10,3,System administrator,20 to 99 employees,Germany,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA,Bing AI;ChatGPT,GitHub Copilot;Tabnine,3.0,"Manufacturing, Transportation, or Supply Chain",30842.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,5,5,"Developer, QA or test",20 to 99 employees,Germany,Bash/Shell (all shells);JavaScript;PowerShell;Python;SQL;TypeScript,ChatGPT;Phind,GitHub Copilot,11.0,"Information Services, IT, Software Development, or other Technology",96381.0
,25-34 years old,,Remote,,20,13,"Developer, full-stack",10 to 19 employees,Bulgaria,C#;HTML/CSS;JavaScript;SQL,ChatGPT,GitHub Copilot,13.0,Legal Services,65691.0
,18-24 years old,,In-person,,4,1,"Developer, full-stack",20 to 99 employees,Viet Nam,C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),ChatGPT;Phind,GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",14400.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,12,10,"Developer, full-stack",20 to 99 employees,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net),ChatGPT;WolframAlpha,GitHub Copilot,10.0,Legal Services,80000.0
,35-44 years old,,Remote,,20,15,Other (please specify):,20 to 99 employees,United States of America,Bash/Shell (all shells);Elixir;Go;HTML/CSS;Java;JavaScript;Julia;Kotlin;Python;Ruby;Rust;SQL,Bing AI;ChatGPT;Google Bard AI;Phind,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",275000.0
,25-34 years old,,Remote,,9,9,Engineering manager,100 to 499 employees,Singapore,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL,ChatGPT,AWS CodeWhisperer,9.0,Advertising Services,127472.0
,45-54 years old,,Remote,,26,26,"Developer, full-stack","10,000 or more employees",United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,26.0,Financial Services,200000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,7,2,"Developer, full-stack",20 to 99 employees,Greece,C#;HTML/CSS;Java;JavaScript;Prolog;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),ChatGPT,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",19276.0
,25-34 years old,,In-person,,1,1,"Developer, mobile",10 to 19 employees,Peru,C++;Dart;Java;PHP,ChatGPT,AWS CodeWhisperer;GitHub Copilot,1.0,Healthcare,4238.0
,18-24 years old,,Remote,,6,4,"Developer, full-stack",2 to 9 employees,Romania,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Julia;MATLAB;Python;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",38552.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,24,14,"Developer, mobile","1,000 to 4,999 employees",India,C;C++;Java;JavaScript;Objective-C;Swift;TypeScript,ChatGPT,Tabnine,14.0,"Information Services, IT, Software Development, or other Technology",3332.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,10,Developer Experience,"1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,HTML/CSS;Python;TypeScript,ChatGPT,GitHub Copilot,10.0,Retail and Consumer Services,126621.0
,45-54 years old,,Remote,,48,33,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);C;C++;Clojure;Dart;Java;JavaScript;Lisp;Python;Ruby;SQL;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot,35.0,"Information Services, IT, Software Development, or other Technology",180000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,10,3,Research & Development role,"10,000 or more employees",United States of America,Bash/Shell (all shells);MATLAB;Python;R,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",110000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,5,DevOps specialist,20 to 99 employees,Austria,Bash/Shell (all shells);Go;Groovy;Java;Lua;SQL,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",80317.0
,25-34 years old,,Remote,,20,7,System administrator,"10,000 or more employees",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,ChatGPT,Whispr AI,17.0,"Information Services, IT, Software Development, or other Technology",150000.0
,18-24 years old,,Remote,,7,5,"Developer, full-stack",2 to 9 employees,United States of America,Go,ChatGPT;Google Bard AI,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",150000.0
,18-24 years old,,Remote,,7,2,"Developer, full-stack","1,000 to 4,999 employees",Germany,Go;Java;JavaScript;Rust;TypeScript,ChatGPT,GitHub Copilot,2.0,Advertising Services,49261.0
,35-44 years old,,Remote,,25,20,Developer Advocate,100 to 499 employees,Germany,Bash/Shell (all shells);Java;JavaScript;Kotlin;TypeScript,ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",182052.0
,35-44 years old,,Remote,,20,20,Other (please specify):,2 to 9 employees,Trinidad and Tobago,C#,ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",26596.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,14,6,"Developer, front-end",20 to 99 employees,Hong Kong (S.A.R.),C#;HTML/CSS;Java;JavaScript;Kotlin;Swift;TypeScript,Quora Poe,AWS CodeWhisperer,6.0,Healthcare,44397.0
,25-34 years old,,Remote,,4,4,"Developer, back-end",100 to 499 employees,Sweden,Go;Python,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",71317.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,7,5,"Developer, desktop or enterprise applications",20 to 99 employees,Canada,C#;HTML/CSS;SQL;TypeScript,ChatGPT,GitHub Copilot,4.0,"Manufacturing, Transportation, or Supply Chain",72864.0
,25-34 years old,,Remote,,9,5,"Developer, back-end",10 to 19 employees,Germany,HTML/CSS;JavaScript;PHP,Bing AI;ChatGPT,GitHub Copilot,5.0,Insurance,58899.0
,55-64 years old,,Remote,,12,12,"Developer, full-stack",500 to 999 employees,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL,Bing AI;ChatGPT,GitHub Copilot,35.0,Financial Services,130000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,29,25,DevOps specialist,"1,000 to 4,999 employees",Israel,C;C++;Python,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,25.0,"Information Services, IT, Software Development, or other Technology",173731.0
,35-44 years old,,Remote,,34,15,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,Bash/Shell (all shells);HTML/CSS;Kotlin;Python;SQL,ChatGPT,GitHub Copilot,20.0,Healthcare,200000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,12,4,DevOps specialist,500 to 999 employees,Canada,Bash/Shell (all shells);Groovy;JavaScript;TypeScript,ChatGPT,Synk Code,4.0,"Information Services, IT, Software Development, or other Technology",75467.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,6,4,Data scientist or machine learning specialist,"10,000 or more employees",Australia,Python;TypeScript,ChatGPT,GitHub Copilot,13.0,Oil & Gas,93868.0
,25-34 years old,,Remote,,7,6,"Developer, full-stack",20 to 99 employees,Germany,JavaScript;TypeScript,ChatGPT,GitHub Copilot,6.0,Financial Services,62112.0
,35-44 years old,,Remote,,24,18,"Developer, full-stack",20 to 99 employees,Austria,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;PHP;TypeScript;Visual Basic (.Net),ChatGPT,GitHub Copilot,18.0,"Information Services, IT, Software Development, or other Technology",64254.0
,35-44 years old,,Remote,,25,18,"Developer, back-end",20 to 99 employees,Germany,Bash/Shell (all shells);Java;Kotlin;SQL;TypeScript,ChatGPT,GitHub Copilot,18.0,"Information Services, IT, Software Development, or other Technology",97451.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,13,9,"Developer, front-end","10,000 or more employees",United States of America,Java;JavaScript;TypeScript,ChatGPT;Google Bard AI;WolframAlpha,GitHub Copilot,9.0,Advertising Services,450000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,11,4,Cloud infrastructure engineer,2 to 9 employees,Italy,Bash/Shell (all shells);C;C#;C++;Dart;Erlang;Go;JavaScript;Julia;Kotlin;Lua;MATLAB;Python;Rust;SQL;TypeScript;Visual Basic (.Net),ChatGPT;WolframAlpha,GitHub Copilot;Synk Code;Tabnine,4.0,Healthcare,41122.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,13,5,"Developer, full-stack",100 to 499 employees,Germany,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Swift;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot;Tabnine,5.0,Higher Education,96381.0
,18-24 years old,,Remote,,11,2,"Developer, back-end",20 to 99 employees,United States of America,Python,ChatGPT,AWS CodeWhisperer,2.0,"Information Services, IT, Software Development, or other Technology",100000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,12,5,"Developer, full-stack",20 to 99 employees,Germany,JavaScript;Kotlin;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",74963.0
,25-34 years old,,In-person,,7,7,"Developer, front-end",20 to 99 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;R;SQL;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot,7.0,Retail and Consumer Services,135000.0
,25-34 years old,,Remote,,17,10,"Developer, back-end",20 to 99 employees,Lithuania,Bash/Shell (all shells);Go;Rust;Scala,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",115657.0
,35-44 years old,,Remote,,8,9,DevOps specialist,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,Dart;Python;SQL,ChatGPT;Google Bard AI,GitHub Copilot,12.0,Financial Services,59586.0
,45-54 years old,,Remote,,28,23,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,23.0,"Information Services, IT, Software Development, or other Technology",160000.0
,35-44 years old,,Remote,,23,13,"Engineer, data",500 to 999 employees,United States of America,Bash/Shell (all shells);C#;Go;PowerShell;Python;R;SQL;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",216000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,23,12,"Developer, front-end",10 to 19 employees,Germany,HTML/CSS;JavaScript;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,12.0,Healthcare,117798.0
,25-34 years old,,Remote,,5,3,"Developer, full-stack",2 to 9 employees,South Africa,HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot;Tabnine,13.0,"Information Services, IT, Software Development, or other Technology",22720.0
,35-44 years old,,Remote,,5,1,"Developer, full-stack",20 to 99 employees,Canada,C;C++;Groovy;Java;JavaScript;Objective-C;TypeScript,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",47585.0
,45-54 years old,,Remote,,3,2,DevOps specialist,20 to 99 employees,Colombia,Bash/Shell (all shells);SQL,Bing AI;ChatGPT;You.com,GitHub Copilot;Tabnine,31.0,"Information Services, IT, Software Development, or other Technology",11052.0
,35-44 years old,,Remote,,27,20,"Developer, back-end","10,000 or more employees",United States of America,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;Scala;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,17.0,Financial Services,185000.0
,25-34 years old,,Remote,,9,5,"Developer, back-end",10 to 19 employees,Pakistan,Java;JavaScript;TypeScript,ChatGPT,GitHub Copilot;Whispr AI,5.0,"Information Services, IT, Software Development, or other Technology",2483.0
,25-34 years old,,Remote,,8,7,"Developer, front-end",10 to 19 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;TypeScript,ChatGPT,GitHub Copilot,12.0,Financial Services,98000.0
,35-44 years old,,Remote,,14,11,"Developer, desktop or enterprise applications",500 to 999 employees,Belarus,C#;Delphi;PowerShell,ChatGPT,Tabnine,11.0,"Information Services, IT, Software Development, or other Technology",54280.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,20,Other (please specify):,"10,000 or more employees",Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL,ChatGPT,AWS CodeWhisperer,19.0,"Information Services, IT, Software Development, or other Technology",182052.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,5,2,"Developer, mobile",100 to 499 employees,Germany,Bash/Shell (all shells);Python;Swift,ChatGPT,GitHub Copilot,2.0,Financial Services,62112.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,17,12,"Developer, full-stack",100 to 499 employees,Norway,Assembly;Bash/Shell (all shells);Java;Python;Scala;SQL,ChatGPT,GitHub Copilot,12.0,Higher Education,113266.0
,35-44 years old,,Remote,,25,14,"Developer, back-end","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Go;Python;Rust,Bing AI;ChatGPT;Google Bard AI;WolframAlpha,GitHub Copilot;Tabnine,14.0,"Information Services, IT, Software Development, or other Technology",186207.0
,35-44 years old,,Remote,,16,14,"Developer, full-stack",20 to 99 employees,United States of America,Go;Java;Python;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,14.0,"Information Services, IT, Software Development, or other Technology",225000.0
,18-24 years old,,In-person,,2,1,"Developer, front-end",20 to 99 employees,India,HTML/CSS;JavaScript;Python;TypeScript,Bing AI;ChatGPT,AWS CodeWhisperer;GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",4847.0
,25-34 years old,,Remote,,18,9,"Developer, full-stack","1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);C#;Dart;GDScript;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,9.0,Healthcare,162000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,9,5,"Developer, full-stack",2 to 9 employees,Mongolia,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot;Whispr AI,5.0,"Information Services, IT, Software Development, or other Technology",34663.0
,25-34 years old,,Remote,,14,8,"Developer, back-end","10,000 or more employees",Mexico,Go;Python,ChatGPT,GitHub Copilot,8.0,Financial Services,84949.0
,35-44 years old,,Remote,,23,15,"Developer, back-end",500 to 999 employees,United States of America,C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,ChatGPT,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",180000.0
,25-34 years old,,Remote,,11,10,"Engineer, data",100 to 499 employees,Brazil,Bash/Shell (all shells);C;C#;C++;Delphi;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net),ChatGPT,GitHub Copilot;Whispr AI,10.0,Advertising Services,44633.0
,45-54 years old,,Remote,,32,26,"Developer, front-end","10,000 or more employees",United States of America,Haskell;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,ChatGPT,GitHub Copilot,26.0,Healthcare,210000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,4,"Developer, back-end",100 to 499 employees,Netherlands,Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lua;MATLAB;PHP;Python;R;Ruby;Rust;SAS;SQL;TypeScript;Visual Basic (.Net),Bing AI;ChatGPT;WolframAlpha,GitHub Copilot;Replit Ghostwriter;Tabnine,4.0,Advertising Services,42836.0
,25-34 years old,,Remote,,8,3,"Developer, full-stack",10 to 19 employees,United States of America,Go;HTML/CSS;JavaScript;Ruby;Rust;TypeScript,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",102000.0
,25-34 years old,,Remote,,18,15,"Developer, front-end",100 to 499 employees,Australia,JavaScript;TypeScript,ChatGPT,GitHub Copilot;Tabnine,17.0,Financial Services,118987.0
,25-34 years old,,In-person,,10,5,DevOps specialist,10 to 19 employees,Spain,Go;HTML/CSS;Java;JavaScript;Python;R;Rust,ChatGPT,GitHub Copilot,8.0,Higher Education,34269.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,22,19,Engineering manager,"1,000 to 4,999 employees",United States of America,Elixir;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Tabnine,20.0,Financial Services,255000.0
,35-44 years old,,Remote,,8,8,"Developer, front-end","5,000 to 9,999 employees",India,C#;HTML/CSS;JavaScript;TypeScript,Bing AI;ChatGPT;Neeva AI,GitHub Copilot;Tabnine,14.0,"Information Services, IT, Software Development, or other Technology",54526.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,4,2,"Developer, mobile",20 to 99 employees,Portugal,HTML/CSS;JavaScript;Swift,ChatGPT,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",25701.0
,18-24 years old,,In-person,,5,3,"Developer, full-stack",2 to 9 employees,Benin,Bash/Shell (all shells);C;C++;Dart;Elixir;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,ChatGPT,AWS CodeWhisperer,4.0,"Information Services, IT, Software Development, or other Technology",3919.0
,45-54 years old,,Remote,,40,23,"Developer, back-end",100 to 499 employees,Germany,C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,ChatGPT;You.com,GitHub Copilot,30.0,Retail and Consumer Services,65325.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,12,5,DevOps specialist,"1,000 to 4,999 employees",Austria,Bash/Shell (all shells);Go;Python,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",128507.0
,25-34 years old,,Remote,,18,10,"Engineer, data",20 to 99 employees,United States of America,Apex;Python,Bing AI;ChatGPT,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",103000.0
,18-24 years old,,Remote,,5,5,"Developer, full-stack",100 to 499 employees,Czech Republic,Dart;HTML/CSS;JavaScript;Rust;TypeScript,ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",272962.0
